114;San Luis;Oriente Antioqueño;Calle 20 N. 20 - 67;Lunes a viernes de 07:30 a.m. a 11:30 a.m. y de 01:00 p.m. a 05:00 p.m.;San Luis;;NO hay punto de entrega para tarjeta Somos
115;San Vicente;Oriente Antioqueño;Carrera 30 N. 31 - 32 (Calle Córdoba);Lunes a viernes de 07:30 a.m. a 11:30 a.m. y de 01:00 p.m. a 05:00 p.m.;San Vicente;;NO hay punto de entrega para tarjeta Somos
116;Altamira;Suroccidente Antioqueño;Sector San Pablo, al lado de Parroquia Santa Teresa de Jesús;Jueves de 8:30 a.m. a 11:30 a.m. y de 1:00 p.m. a 3:00 p.m.;Altamira;;NO hay punto de entrega para tarjeta Somos
117;Amagá;Suroeste Antioqueño;Calle 51 N. 49 - 43;Lunes a viernes de 7:30 a. m. a 11:30 a. m. y de 1:00 p. m. a 5:00 p.m.;Amagá;;SI hay punto de entrega para tarjeta Somos
118;Andes;Suroeste Antioqueño;Carrera 51 N. 48 - 40 Piso 1 Edificio San Bernardo Plaza;Lunes a viernes de 07:30 a.m. a 11:30 a.m. y de 01:00 p.m. a 05:00 p.m.;Andes;;SI hay punto de entrega para tarjeta Somos
119;Fredonia;Suroeste Antioqueño;Carrera 48 N. 50 - 02;Lunes a viernes de 07:30 a.m. a 11:30 a.m. y de 01:00 p.m. a 05:00 p.m.;Fredonia;;SI hay punto de entrega para tarjeta Somos
120;Angelópolis;Suroeste Antioqueño;Carrera 11 N. 11 - 17;Lunes a viernes de 07:30 a.m. a 11:30 a.m. y de 01:00 p.m. a 05:00 p.m.;Angelópolis;;NO hay punto de entrega para tarjeta Somos
121;Betania;Suroeste Antioqueño;Calle 19 N. 20 - 63 Los Fundadores;Lunes a viernes de 07:30 a.m. a 11:30 a.m. y de 01:00 p.m. a 05:00 p.m.;Betania;;NO hay punto de entrega para tarjeta Somos
122;Betulia;Suroeste Antioqueño;Carrera 20 N. 19 - 54;Lunes, martes, miércoles y viernes de 07:30 a.m. a 11:30 a.m. y de 01:00 p.m. a 05:00 p.m.;Betulia;;NO hay punto de entrega para tarjeta Somos
123;Bolombolo;Suroeste Antioqueño;Calle 9 N. 5 - 35 Principal Edificio Edatel;Miércoles de 7:30 a.m. a 11:30 a.m. y de 01:00 p.m. a 05:00 p.m.;Bolombolo;;NO hay punto de entrega para tarjeta Somos
124;Caramanta;Suroeste Antioqueño;Calle 19 Girardot N. 20 - 79. Parque Principal;Lunes a viernes de 07:30 a.m. a 11:30 a.m. y de 01:00 p.m. a 05:00 p.m.;Caramanta;;NO hay punto de entrega para tarjeta Somos
125;Ciudad Bolivar;Suroeste Antioqueño;Calle 49 N. 51 - 25;Lunes a viernes de 07:30 a.m. a 11:30 a.m. y de 01:00 p.m. a 05:00 p.m.;Ciudad Bolivar;;NO hay punto de entrega para tarjeta Somos
126;Concordia;Suroeste Antioqueño;Calle 49 N. 50 - 32 Barrio Centro;Lunes a viernes de 07:30 a.m. a 11:30 a.m. y de 01:00 p.m. a 05:00 p.m.;Concordia;;NO hay punto de entrega para tarjeta Somos
127;Hispania;Suroeste Antioqueño;Calle 50 N. 50. 40 Parque ppal;Lunes, martes, jueves y viernes de 7:30 a.m. a 11:30 a.m. y de 1:00 p.m. a 5:00 p.m.;Hispania;;NO hay punto de entrega para tarjeta Somos
128;Jardín;Suroeste Antioqueño;Carrera 5 N. 8-76;Lunes a viernes de 7:30 a.m. a 11:30 a.m. y de 1:00 p.m. a 5:00 p.m.;Jardín;;NO hay punto de entrega para tarjeta Somos
129;Jericó;Suroeste Antioqueño;Carrera 5 N. 5 - 26;Horario de atención: Lunes a viernes de 7:30 a.m. a 11:30 a.m. y de 1:00 p.m. a 5:00 p.m.;Jericó;;NO hay punto de entrega para tarjeta Somos
130;La Pintada;Suroeste Antioqueño;Avenida 30 N. 28 -183;Lunes a viernes de 7:30 a.m. a11:30 a.m. y de 1:00 p.m. a 5:00 p.m.;La Pintada;;NO hay punto de entrega para tarjeta Somos
131;Montebello;Suroeste Antioqueño;Calle 19 N° 19-63.;Lunes a viernes de 07:30 a.m. a 11:30 a.m. y de 01:00 p.m. a 05:00 p.m.;Montebello;;NO hay punto de entrega para tarjeta Somos
132;Pueblorrico;Suroeste Antioqueño;Carrera 31 Parque Ppal, primer piso Alcaldía;Lunes a viernes de 07:30 a.m. a 11:30 a.m. y de 01:00 p.m. a 05:00 p.m.;Pueblorrico;;NO hay punto de entrega para tarjeta Somos
133;Salgar;Suroeste Antioqueño;Carrera 31 N. 29 - 05;Lunes a viernes de 07:30 a.m. a 11:30 a.m. y de 1:00 p.m. a 05:00 p.m.;Salgar;;NO hay punto de entrega para tarjeta Somos
134;Santa Bárbara;Suroeste Antioqueño;Carrera 51 N. 51 - 03;Lunes a viernes de 7:30 a.m. a 11:30 a.m. y de 1:00 p.m. a 5:00 p.m.;Santa Bárbara;;NO hay punto de entrega para tarjeta Somos
135;Támesis;Suroeste Antioqueño;Calle 11 N. 8 - 29 primer piso;Lunes a viernes de 7:30 a.m. a 11:30 a.m. y de 1:00 p.m. a 5:00 p.m.;Támesis;;NO hay punto de entrega para tarjeta Somos
136;Tarso;Suroeste Antioqueño;Calle 20 N. 19-46;Lunes a viernes de 07:30 a.m. a 11:30 a.m. y de 01:00 p.m. a 05:00 p.m.;Tarso;;NO hay punto de entrega para tarjeta Somos
137;Titiribí;Suroeste Antioqueño;Carrera 20 N. 21-33;Lunes a viernes de 07:30 a.m. a 11:30 a.m. y de 01:00 p.m. a 05:00 p.m;Titiribí;;NO hay punto de entrega para tarjeta Somos
138;Urrao;Suroeste Antioqueño;Carrera 30 N. 29 - 56;Lunes a viernes de 7:30 a.m. a 11:30 a.m. y de 1:00 p.m. a 5:00 p.m.;Urrao;;NO hay punto de entrega para tarjeta Somos
139;Valparaiso;Suroeste Antioqueño;Carrera 9 N. 10 . 32;Lunes a viernes de 07:30 a.m. a 11:30 a.m. y de 01:00 p.m. a 05:00 p.m.;Valparaiso;;NO hay punto de entrega para tarjeta Somos
140;Venecia;Suroeste Antioqueño;Carrera Benjamin Herrera, Parque Ppal;Lunes a viernes de 07:30 a.m. a 11:30 a.m. y de 01:00 p.m. a 05:00 p.m.;Venecia;;NO hay punto de entrega para tarjeta Somos
141;Apartadó - Oficina Centro;Urabá Antioqueño;Carrera 99 N. 95 - 12. Barrio Fundadores;Lunes a viernes de 07:30 a.m. a 11:30 a.m. y de 01:00 p.m. a 05:00 p.m.;Apartadó - Oficina Centro;;SI hay punto de entrega para tarjeta Somos
142;Arboletes;Urabá Antioqueño;Carrera 29 No 30 A- 07-11;Lunes a viernes de 07:30 a.m. a 11:30 a.m. y de 01:00 p.m. a 05:00 p.m.;Arboletes;;SI hay punto de entrega para tarjeta Somos
143;Chigorodó;Urabá Antioqueño;Carrera 104 A No 98 B - 45. Calle de la Alcaldía;Lunes a viernes de 7:30 a.m. a 11:30 a.m. y de 1:00 p.m. a 5:00 p.m.;Chigorodo;;SI hay punto de entrega para tarjeta Somos
144;Turbo;Urabá Antioqueño;Calle 102 N. 14 B -05. Barrio Baltazar de Casanova;Lunes a viernes de 07:30 a.m. a 11:30 a.m. y de 01:00 p.m. a 05:00 p.m.;Turbo;;SI hay punto de entrega para tarjeta Somos
145;Bajirá;Urabá Antioqueño;Calle 2 N.2 - 26 barrio el indio;Lunes a viernes de 07:30 a.m. a 11:30 a.m. y de 01:00 p.m. a 05:00 p.m.;Bajirá;;NO hay punto de entrega para tarjeta Somos
146;Carepa;Urabá Antioqueño;Carrera 78 A No.76 A -24, Barrio El Consuelo;Lunes a viernes de 7:30 a.m. a 11:30 a.m. y de 1:00 p.m. a 5:00 p.m.;Carepa;;NO hay punto de entrega para tarjeta Somos
147;Currulao;Urabá Antioqueño;Calle de la Iglesia. Barrio Escobar;Lunes a viernes de 7:30 a.m. a 11:30 a.m. y de 1:00 p.m. a 5:00 p.m.;Currulao;;NO hay punto de entrega para tarjeta Somos
148;Mutatá;Urabá Antioqueño;Carrera 10 N. 10 -15;Lunes a viernes de 07:30 a.m. a 11:30 a.m. y de 01:00 p.m. a 05:00 p.m.;Mutatá;;NO hay punto de entrega para tarjeta Somos
149;Necoclí;Urabá Antioqueño;Calle 51 con Cra. 49;Lunes a viernes de 7:30 a.m. a 11:30 a.m. y de 1:00 p.m. a 5:00 p.m.;Necoclí;Calle de la Iglesia, una cuadra antes del parque;NO hay punto de entrega para tarjeta Somos
150;Nueva Colonia;Urabá Antioqueño;Calle Principal, Diagonal a la Subestación de Policía. Barrio 19 de Marzo;Lunes a viernes de 07:30 a.m. a 11:30 a.m. y de 01:00 p.m. a 05:00 p.m.;Nueva Colonia;Calle Principal, Diagonal a la Subestación de Policía. Barrio 19 de Marzo;NO hay punto de entrega para tarjeta Somos
151;San Juan de Urabá;Urabá Antioqueño;Carrera 22 No 21 -13 Barrio Las Delicias;Lunes a viernes de 07:30 a.m. a 11:30 a.m. y de 01:00 p.m. a 05:00 p.m;San Juan de Urabá;;NO hay punto de entrega para tarjeta Somos
152;San Pedro de Urabá;Urabá Antioqueño;Calle 49 N. 50 - 32 Barrio Centro;Lunes a viernes de 7:30 a.m. a 11:30 a.m. y de 1:00 p.m. a 5:00 p.m.;San Pedro de Urabá;;NO hay punto de entrega para tarjeta Somos
